"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","ELDLYPOP","TOT","PC_POP","A","1950",8.11253622213799,
"AUS","ELDLYPOP","TOT","PC_POP","A","1951",8.11831340465702,
"AUS","ELDLYPOP","TOT","PC_POP","A","1952",8.13523996989521,
"AUS","ELDLYPOP","TOT","PC_POP","A","1953",8.22887479722755,
"AUS","ELDLYPOP","TOT","PC_POP","A","1954",8.32248372558838,
"AUS","ELDLYPOP","TOT","PC_POP","A","1955",8.38288205050165,
"AUS","ELDLYPOP","TOT","PC_POP","A","1956",8.42289533711739,
"AUS","ELDLYPOP","TOT","PC_POP","A","1957",8.4728532603058,
"AUS","ELDLYPOP","TOT","PC_POP","A","1958",8.51418353247175,
"AUS","ELDLYPOP","TOT","PC_POP","A","1959",8.51696432122827,
"AUS","ELDLYPOP","TOT","PC_POP","A","1960",8.51484184914842,
"AUS","ELDLYPOP","TOT","PC_POP","A","1961",8.51335147789345,
"AUS","ELDLYPOP","TOT","PC_POP","A","1962",8.53791878884164,
"AUS","ELDLYPOP","TOT","PC_POP","A","1963",8.5542179721094,
"AUS","ELDLYPOP","TOT","PC_POP","A","1964",8.52485253920299,
"AUS","ELDLYPOP","TOT","PC_POP","A","1965",8.52048779197418,
"AUS","ELDLYPOP","TOT","PC_POP","A","1966",8.50266106343568,
"AUS","ELDLYPOP","TOT","PC_POP","A","1967",8.47188229453183,
"AUS","ELDLYPOP","TOT","PC_POP","A","1968",8.44400716650977,
"AUS","ELDLYPOP","TOT","PC_POP","A","1969",8.37228107217361,
"AUS","ELDLYPOP","TOT","PC_POP","A","1970",8.34507776188223,
"AUS","ELDLYPOP","TOT","PC_POP","A","1971",8.34430923379912,
"AUS","ELDLYPOP","TOT","PC_POP","A","1972",8.40600003126958,
"AUS","ELDLYPOP","TOT","PC_POP","A","1973",8.50594074377072,
"AUS","ELDLYPOP","TOT","PC_POP","A","1974",8.60741037521322,
"AUS","ELDLYPOP","TOT","PC_POP","A","1975",8.72071140887908,
"AUS","ELDLYPOP","TOT","PC_POP","A","1976",8.92766756955688,
"AUS","ELDLYPOP","TOT","PC_POP","A","1977",9.07244764989078,
"AUS","ELDLYPOP","TOT","PC_POP","A","1978",9.24011726235101,
"AUS","ELDLYPOP","TOT","PC_POP","A","1979",9.43616403971168,
"AUS","ELDLYPOP","TOT","PC_POP","A","1980",9.61716749155311,
"AUS","ELDLYPOP","TOT","PC_POP","A","1981",9.74987368711662,
"AUS","ELDLYPOP","TOT","PC_POP","A","1982",9.87054544094284,
"AUS","ELDLYPOP","TOT","PC_POP","A","1983",9.97669661529251,
"AUS","ELDLYPOP","TOT","PC_POP","A","1984",10.1017170696852,
"AUS","ELDLYPOP","TOT","PC_POP","A","1985",10.2672723974545,
"AUS","ELDLYPOP","TOT","PC_POP","A","1986",10.5011502433147,
"AUS","ELDLYPOP","TOT","PC_POP","A","1987",10.6941740940689,
"AUS","ELDLYPOP","TOT","PC_POP","A","1988",10.8357441893269,
"AUS","ELDLYPOP","TOT","PC_POP","A","1989",10.9816183922177,
"AUS","ELDLYPOP","TOT","PC_POP","A","1990",11.0950295831359,
"AUS","ELDLYPOP","TOT","PC_POP","A","1991",11.2862238889111,
"AUS","ELDLYPOP","TOT","PC_POP","A","1992",11.4531140446608,
"AUS","ELDLYPOP","TOT","PC_POP","A","1993",11.6397524713623,
"AUS","ELDLYPOP","TOT","PC_POP","A","1994",11.7931469141951,
"AUS","ELDLYPOP","TOT","PC_POP","A","1995",11.9038769595935,
"AUS","ELDLYPOP","TOT","PC_POP","A","1996",12.0289000128232,
"AUS","ELDLYPOP","TOT","PC_POP","A","1997",12.1424985467923,
"AUS","ELDLYPOP","TOT","PC_POP","A","1998",12.2450286936767,
"AUS","ELDLYPOP","TOT","PC_POP","A","1999",12.3410239192901,
"AUS","ELDLYPOP","TOT","PC_POP","A","2000",12.424639238981,
"AUS","ELDLYPOP","TOT","PC_POP","A","2001",12.5504930011625,
"AUS","ELDLYPOP","TOT","PC_POP","A","2002",12.6588172171523,
"AUS","ELDLYPOP","TOT","PC_POP","A","2003",12.7466179382647,
"AUS","ELDLYPOP","TOT","PC_POP","A","2004",12.8504275532464,
"AUS","ELDLYPOP","TOT","PC_POP","A","2005",12.9594549078141,
"AUS","ELDLYPOP","TOT","PC_POP","A","2006",13.0265924846777,
"AUS","ELDLYPOP","TOT","PC_POP","A","2007",13.1393300685023,
"AUS","ELDLYPOP","TOT","PC_POP","A","2008",13.201283493086,
"AUS","ELDLYPOP","TOT","PC_POP","A","2009",13.3257064364804,
"AUS","ELDLYPOP","TOT","PC_POP","A","2010",13.556231347941,
"AUS","ELDLYPOP","TOT","PC_POP","A","2011",13.8223262428008,
"AUS","ELDLYPOP","TOT","PC_POP","A","2012",14.1371014053511,
"AUS","ELDLYPOP","TOT","PC_POP","A","2013",14.3996862002975,
"AUS","ELDLYPOP","TOT","PC_POP","A","2014",14.6626087944778,
"AUS","ELDLYPOP","TOT","PC_POP","A","2015",14.924020600441,
"AUS","ELDLYPOP","TOT","PC_POP","A","2016",15.1802948107733,
"AUS","ELDLYPOP","TOT","PC_POP","A","2017",15.4087617765486,
"AUS","ELDLYPOP","TOT","PC_POP","A","2018",15.662746138446,
"AUS","ELDLYPOP","TOT","PC_POP","A","2019",15.927503804836,
"AUS","ELDLYPOP","TOT","PC_POP","A","2020",16.3317066685214,
"AUS","ELDLYPOP","TOT","PC_POP","A","2021",16.8188208768139,
"AUT","ELDLYPOP","TOT","PC_POP","A","1950",10.4425891479575,
"AUT","ELDLYPOP","TOT","PC_POP","A","1951",10.6134410004483,
"AUT","ELDLYPOP","TOT","PC_POP","A","1952",10.8543554839853,
"AUT","ELDLYPOP","TOT","PC_POP","A","1953",11.0624144336164,
"AUT","ELDLYPOP","TOT","PC_POP","A","1954",11.2560010800827,
"AUT","ELDLYPOP","TOT","PC_POP","A","1955",11.4134608533177,
"AUT","ELDLYPOP","TOT","PC_POP","A","1956",11.5667933718613,
"AUT","ELDLYPOP","TOT","PC_POP","A","1957",11.7224434599604,
"AUT","ELDLYPOP","TOT","PC_POP","A","1958",11.8783952389444,
"AUT","ELDLYPOP","TOT","PC_POP","A","1959",12.0550341864392,
"AUT","ELDLYPOP","TOT","PC_POP","A","1960",12.2235151873583,
"AUT","ELDLYPOP","TOT","PC_POP","A","1961",12.414604577086,
"AUT","ELDLYPOP","TOT","PC_POP","A","1962",12.6069024598506,
"AUT","ELDLYPOP","TOT","PC_POP","A","1963",12.7750716957289,
"AUT","ELDLYPOP","TOT","PC_POP","A","1964",12.9772400983914,
"AUT","ELDLYPOP","TOT","PC_POP","A","1965",13.1781134328966,
"AUT","ELDLYPOP","TOT","PC_POP","A","1966",13.3726874354861,
"AUT","ELDLYPOP","TOT","PC_POP","A","1967",13.5750477362201,
"AUT","ELDLYPOP","TOT","PC_POP","A","1968",13.7590229418415,
"AUT","ELDLYPOP","TOT","PC_POP","A","1969",13.9276487003523,
"AUT","ELDLYPOP","TOT","PC_POP","A","1970",14.075892523536,
"AUT","ELDLYPOP","TOT","PC_POP","A","1971",14.2143531575704,
"AUT","ELDLYPOP","TOT","PC_POP","A","1972",14.3436528268534,
"AUT","ELDLYPOP","TOT","PC_POP","A","1973",14.4739171499509,
"AUT","ELDLYPOP","TOT","PC_POP","A","1974",14.6530916150176,
"AUT","ELDLYPOP","TOT","PC_POP","A","1975",14.871149558188,
"AUT","ELDLYPOP","TOT","PC_POP","A","1976",15.0402648857812,
"AUT","ELDLYPOP","TOT","PC_POP","A","1977",15.191631553704,
"AUT","ELDLYPOP","TOT","PC_POP","A","1978",15.3413807033702,
"AUT","ELDLYPOP","TOT","PC_POP","A","1979",15.4518258013027,
"AUT","ELDLYPOP","TOT","PC_POP","A","1980",15.4041767110192,
"AUT","ELDLYPOP","TOT","PC_POP","A","1981",15.1123771422079,
"AUT","ELDLYPOP","TOT","PC_POP","A","1982",14.736458528625,
"AUT","ELDLYPOP","TOT","PC_POP","A","1983",14.3742387835877,
"AUT","ELDLYPOP","TOT","PC_POP","A","1984",14.1643503070978,
"AUT","ELDLYPOP","TOT","PC_POP","A","1985",14.1945442316864,
"AUT","ELDLYPOP","TOT","PC_POP","A","1986",14.3482240071526,
"AUT","ELDLYPOP","TOT","PC_POP","A","1987",14.5508546605715,
"AUT","ELDLYPOP","TOT","PC_POP","A","1988",14.7431148889361,
"AUT","ELDLYPOP","TOT","PC_POP","A","1989",14.8676971890525,
"AUT","ELDLYPOP","TOT","PC_POP","A","1990",14.934024499046,
"AUT","ELDLYPOP","TOT","PC_POP","A","1991",14.9438593011817,
"AUT","ELDLYPOP","TOT","PC_POP","A","1992",14.9136768116251,
"AUT","ELDLYPOP","TOT","PC_POP","A","1993",14.9258275619204,
"AUT","ELDLYPOP","TOT","PC_POP","A","1994",15.0107269070344,
"AUT","ELDLYPOP","TOT","PC_POP","A","1995",15.1284089459377,
"AUT","ELDLYPOP","TOT","PC_POP","A","1996",15.2309531731058,
"AUT","ELDLYPOP","TOT","PC_POP","A","1997",15.3153453904165,
"AUT","ELDLYPOP","TOT","PC_POP","A","1998",15.3817030887993,
"AUT","ELDLYPOP","TOT","PC_POP","A","1999",15.4109136980575,
"AUT","ELDLYPOP","TOT","PC_POP","A","2000",15.4256982966876,
"AUT","ELDLYPOP","TOT","PC_POP","A","2001",15.4634505358111,
"AUT","ELDLYPOP","TOT","PC_POP","A","2002",15.4641708531708,
"AUT","ELDLYPOP","TOT","PC_POP","A","2003",15.4441754344689,
"AUT","ELDLYPOP","TOT","PC_POP","A","2004",15.7105118942655,
"AUT","ELDLYPOP","TOT","PC_POP","A","2005",16.2227221985688,
"AUT","ELDLYPOP","TOT","PC_POP","A","2006",16.6649814440052,
"AUT","ELDLYPOP","TOT","PC_POP","A","2007",17.0263028364996,
"AUT","ELDLYPOP","TOT","PC_POP","A","2008",17.2622594781423,
"AUT","ELDLYPOP","TOT","PC_POP","A","2009",17.5261641125445,
"AUT","ELDLYPOP","TOT","PC_POP","A","2010",17.6724052869316,
"AUT","ELDLYPOP","TOT","PC_POP","A","2011",17.6895629200525,
"AUT","ELDLYPOP","TOT","PC_POP","A","2012",17.9468927743113,
"AUT","ELDLYPOP","TOT","PC_POP","A","2013",18.1904820324564,
"AUT","ELDLYPOP","TOT","PC_POP","A","2014",18.3989760218129,
"AUT","ELDLYPOP","TOT","PC_POP","A","2015",18.4765454482457,
"AUT","ELDLYPOP","TOT","PC_POP","A","2016",18.4950443980107,
"AUT","ELDLYPOP","TOT","PC_POP","A","2017",18.5994362980273,
"AUT","ELDLYPOP","TOT","PC_POP","A","2018",18.7592098267118,
"AUT","ELDLYPOP","TOT","PC_POP","A","2019",18.9411101174783,
"AUT","ELDLYPOP","TOT","PC_POP","A","2020",19.1522113482964,
"AUT","ELDLYPOP","TOT","PC_POP","A","2021",19.3603879564588,
"BEL","ELDLYPOP","TOT","PC_POP","A","1950",11.0534692985101,
"BEL","ELDLYPOP","TOT","PC_POP","A","1951",11.1616837508726,
"BEL","ELDLYPOP","TOT","PC_POP","A","1952",11.2640478878128,
"BEL","ELDLYPOP","TOT","PC_POP","A","1953",11.368266549311,
"BEL","ELDLYPOP","TOT","PC_POP","A","1954",11.4490212117096,
"BEL","ELDLYPOP","TOT","PC_POP","A","1955",11.5317883585307,
"BEL","ELDLYPOP","TOT","PC_POP","A","1956",11.6071628678366,
"BEL","ELDLYPOP","TOT","PC_POP","A","1957",11.684215795885,
"BEL","ELDLYPOP","TOT","PC_POP","A","1958",11.7545691040745,
"BEL","ELDLYPOP","TOT","PC_POP","A","1959",11.8752328720416,
"BEL","ELDLYPOP","TOT","PC_POP","A","1960",11.9673370484919,
"BEL","ELDLYPOP","TOT","PC_POP","A","1961",12.1006238275739,
"BEL","ELDLYPOP","TOT","PC_POP","A","1962",12.2910082209597,
"BEL","ELDLYPOP","TOT","PC_POP","A","1963",12.3943865133367,
"BEL","ELDLYPOP","TOT","PC_POP","A","1964",12.4954335168031,
"BEL","ELDLYPOP","TOT","PC_POP","A","1965",12.6356397963242,
"BEL","ELDLYPOP","TOT","PC_POP","A","1966",12.8068911548176,
"BEL","ELDLYPOP","TOT","PC_POP","A","1967",12.9948457315115,
"BEL","ELDLYPOP","TOT","PC_POP","A","1968",13.1463673680879,
"BEL","ELDLYPOP","TOT","PC_POP","A","1969",13.275146373644,
"BEL","ELDLYPOP","TOT","PC_POP","A","1970",13.3927844607506,
"BEL","ELDLYPOP","TOT","PC_POP","A","1971",13.4917000252865,
"BEL","ELDLYPOP","TOT","PC_POP","A","1972",13.6093950076793,
"BEL","ELDLYPOP","TOT","PC_POP","A","1973",13.7396051477968,
"BEL","ELDLYPOP","TOT","PC_POP","A","1974",13.8452195055063,
"BEL","ELDLYPOP","TOT","PC_POP","A","1975",13.924903323232,
"BEL","ELDLYPOP","TOT","PC_POP","A","1976",13.9865055079185,
"BEL","ELDLYPOP","TOT","PC_POP","A","1977",14.0482574490166,
"BEL","ELDLYPOP","TOT","PC_POP","A","1978",14.1587802837004,
"BEL","ELDLYPOP","TOT","PC_POP","A","1979",14.2711970352084,
"BEL","ELDLYPOP","TOT","PC_POP","A","1980",14.2596749060754,
"BEL","ELDLYPOP","TOT","PC_POP","A","1981",14.2118324183978,
"BEL","ELDLYPOP","TOT","PC_POP","A","1982",14.0924847785219,
"BEL","ELDLYPOP","TOT","PC_POP","A","1983",13.8199898310805,
"BEL","ELDLYPOP","TOT","PC_POP","A","1984",13.6817970950259,
"BEL","ELDLYPOP","TOT","PC_POP","A","1985",13.825707836912,
"BEL","ELDLYPOP","TOT","PC_POP","A","1986",14.0826991031274,
"BEL","ELDLYPOP","TOT","PC_POP","A","1987",14.2846664020326,
"BEL","ELDLYPOP","TOT","PC_POP","A","1988",14.4859172674495,
"BEL","ELDLYPOP","TOT","PC_POP","A","1989",14.7149485439131,
"BEL","ELDLYPOP","TOT","PC_POP","A","1990",14.922389820071,
"BEL","ELDLYPOP","TOT","PC_POP","A","1991",15.1255446806563,
"BEL","ELDLYPOP","TOT","PC_POP","A","1992",15.3098032735152,
"BEL","ELDLYPOP","TOT","PC_POP","A","1993",15.4776563072817,
"BEL","ELDLYPOP","TOT","PC_POP","A","1994",15.6600680473656,
"BEL","ELDLYPOP","TOT","PC_POP","A","1995",15.8932974403989,
"BEL","ELDLYPOP","TOT","PC_POP","A","1996",16.1406216878198,
"BEL","ELDLYPOP","TOT","PC_POP","A","1997",16.36177929499,
"BEL","ELDLYPOP","TOT","PC_POP","A","1998",16.5443596459555,
"BEL","ELDLYPOP","TOT","PC_POP","A","1999",16.6849705649651,
"BEL","ELDLYPOP","TOT","PC_POP","A","2000",16.8019883622009,
"BEL","ELDLYPOP","TOT","PC_POP","A","2001",16.8964371120367,
"BEL","ELDLYPOP","TOT","PC_POP","A","2002",16.978876752117,
"BEL","ELDLYPOP","TOT","PC_POP","A","2003",17.0704571867876,
"BEL","ELDLYPOP","TOT","PC_POP","A","2004",17.1748166418709,
"BEL","ELDLYPOP","TOT","PC_POP","A","2005",17.2185077806047,
"BEL","ELDLYPOP","TOT","PC_POP","A","2006",17.1553521838733,
"BEL","ELDLYPOP","TOT","PC_POP","A","2007",17.0741286805866,
"BEL","ELDLYPOP","TOT","PC_POP","A","2008",17.0644931398581,
"BEL","ELDLYPOP","TOT","PC_POP","A","2009",17.1210053482157,
"BEL","ELDLYPOP","TOT","PC_POP","A","2010",17.1765349855735,
"BEL","ELDLYPOP","TOT","PC_POP","A","2011",17.3158787073472,
"BEL","ELDLYPOP","TOT","PC_POP","A","2012",17.5446712375453,
"BEL","ELDLYPOP","TOT","PC_POP","A","2013",17.7660686489649,
"BEL","ELDLYPOP","TOT","PC_POP","A","2014",17.998702657602,
"BEL","ELDLYPOP","TOT","PC_POP","A","2015",18.2104349754246,
"BEL","ELDLYPOP","TOT","PC_POP","A","2016",18.404855669361,
"BEL","ELDLYPOP","TOT","PC_POP","A","2017",18.6167144282431,
"BEL","ELDLYPOP","TOT","PC_POP","A","2018",18.8353031549299,
"BEL","ELDLYPOP","TOT","PC_POP","A","2019",19.0619840843104,
"BEL","ELDLYPOP","TOT","PC_POP","A","2020",19.2648904513086,
"BEL","ELDLYPOP","TOT","PC_POP","A","2021",19.4693582362089,
"CAN","ELDLYPOP","TOT","PC_POP","A","1950",7.57667345811702,
"CAN","ELDLYPOP","TOT","PC_POP","A","1951",7.66504653795965,
"CAN","ELDLYPOP","TOT","PC_POP","A","1952",7.65781480616482,
"CAN","ELDLYPOP","TOT","PC_POP","A","1953",7.66692935938902,
"CAN","ELDLYPOP","TOT","PC_POP","A","1954",7.66361619789316,
"CAN","ELDLYPOP","TOT","PC_POP","A","1955",7.6508610612534,
"CAN","ELDLYPOP","TOT","PC_POP","A","1956",7.64818303276181,
"CAN","ELDLYPOP","TOT","PC_POP","A","1957",7.56154343837171,
"CAN","ELDLYPOP","TOT","PC_POP","A","1958",7.49744055541309,
"CAN","ELDLYPOP","TOT","PC_POP","A","1959",7.51594490605888,
"CAN","ELDLYPOP","TOT","PC_POP","A","1960",7.51374021462117,
"CAN","ELDLYPOP","TOT","PC_POP","A","1961",7.542313878875,
"CAN","ELDLYPOP","TOT","PC_POP","A","1962",7.55045905040568,
"CAN","ELDLYPOP","TOT","PC_POP","A","1963",7.56017747449235,
"CAN","ELDLYPOP","TOT","PC_POP","A","1964",7.56604788282924,
"CAN","ELDLYPOP","TOT","PC_POP","A","1965",7.57954192510633,
"CAN","ELDLYPOP","TOT","PC_POP","A","1966",7.62919125813806,
"CAN","ELDLYPOP","TOT","PC_POP","A","1967",7.66460410120866,
"CAN","ELDLYPOP","TOT","PC_POP","A","1968",7.71383327803129,
"CAN","ELDLYPOP","TOT","PC_POP","A","1969",7.79998722004792,
"CAN","ELDLYPOP","TOT","PC_POP","A","1970",7.89066395383128,
"CAN","ELDLYPOP","TOT","PC_POP","A","1971",8.02480389792711,
"CAN","ELDLYPOP","TOT","PC_POP","A","1972",8.13475261542619,
"CAN","ELDLYPOP","TOT","PC_POP","A","1973",8.24729855715713,
"CAN","ELDLYPOP","TOT","PC_POP","A","1974",8.34994558261632,
"CAN","ELDLYPOP","TOT","PC_POP","A","1975",8.45634422958721,
"CAN","ELDLYPOP","TOT","PC_POP","A","1976",8.62518362623694,
"CAN","ELDLYPOP","TOT","PC_POP","A","1977",8.80655325924563,
"CAN","ELDLYPOP","TOT","PC_POP","A","1978",8.99487852270834,
"CAN","ELDLYPOP","TOT","PC_POP","A","1979",9.21471373892509,
"CAN","ELDLYPOP","TOT","PC_POP","A","1980",9.40520198777378,
"CAN","ELDLYPOP","TOT","PC_POP","A","1981",9.57683779336069,
"CAN","ELDLYPOP","TOT","PC_POP","A","1982",9.72035528847421,
"CAN","ELDLYPOP","TOT","PC_POP","A","1983",9.85112974613595,
"CAN","ELDLYPOP","TOT","PC_POP","A","1984",10.0100819879586,
"CAN","ELDLYPOP","TOT","PC_POP","A","1985",10.2485144792323,
"CAN","ELDLYPOP","TOT","PC_POP","A","1986",10.4848040315892,
"CAN","ELDLYPOP","TOT","PC_POP","A","1987",10.7359505291436,
"CAN","ELDLYPOP","TOT","PC_POP","A","1988",10.931485729542,
"CAN","ELDLYPOP","TOT","PC_POP","A","1989",11.1002430968669,
"CAN","ELDLYPOP","TOT","PC_POP","A","1990",11.2821654350211,
"CAN","ELDLYPOP","TOT","PC_POP","A","1991",11.4578588186788,
"CAN","ELDLYPOP","TOT","PC_POP","A","1992",11.6005547021099,
"CAN","ELDLYPOP","TOT","PC_POP","A","1993",11.7349544866397,
"CAN","ELDLYPOP","TOT","PC_POP","A","1994",11.8427913182537,
"CAN","ELDLYPOP","TOT","PC_POP","A","1995",11.9665646849493,
"CAN","ELDLYPOP","TOT","PC_POP","A","1996",12.0878677759144,
"CAN","ELDLYPOP","TOT","PC_POP","A","1997",12.2194053169624,
"CAN","ELDLYPOP","TOT","PC_POP","A","1998",12.3497019897714,
"CAN","ELDLYPOP","TOT","PC_POP","A","1999",12.4517397060111,
"CAN","ELDLYPOP","TOT","PC_POP","A","2000",12.5506318409241,
"CAN","ELDLYPOP","TOT","PC_POP","A","2001",12.6426014304806,
"CAN","ELDLYPOP","TOT","PC_POP","A","2002",12.7212179535645,
"CAN","ELDLYPOP","TOT","PC_POP","A","2003",12.8324718964349,
"CAN","ELDLYPOP","TOT","PC_POP","A","2004",12.9501070031281,
"CAN","ELDLYPOP","TOT","PC_POP","A","2005",13.0691765316525,
"CAN","ELDLYPOP","TOT","PC_POP","A","2006",13.2599027594154,
"CAN","ELDLYPOP","TOT","PC_POP","A","2007",13.4433264592064,
"CAN","ELDLYPOP","TOT","PC_POP","A","2008",13.6586756181393,
"CAN","ELDLYPOP","TOT","PC_POP","A","2009",13.8848600288532,
"CAN","ELDLYPOP","TOT","PC_POP","A","2010",14.1274244418207,
"CAN","ELDLYPOP","TOT","PC_POP","A","2011",14.4302037593747,
"CAN","ELDLYPOP","TOT","PC_POP","A","2012",14.8496400120965,
"CAN","ELDLYPOP","TOT","PC_POP","A","2013",15.258073764256,
"CAN","ELDLYPOP","TOT","PC_POP","A","2014",15.6397493215861,
"CAN","ELDLYPOP","TOT","PC_POP","A","2015",16.0273695352771,
"CAN","ELDLYPOP","TOT","PC_POP","A","2016",16.3972642424967,
"CAN","ELDLYPOP","TOT","PC_POP","A","2017",16.7874466592581,
"CAN","ELDLYPOP","TOT","PC_POP","A","2018",17.1470055214228,
"CAN","ELDLYPOP","TOT","PC_POP","A","2019",17.5526438895749,
"CAN","ELDLYPOP","TOT","PC_POP","A","2020",17.9968590751308,
"CAN","ELDLYPOP","TOT","PC_POP","A","2021",18.5163729600931,
"CZE","ELDLYPOP","TOT","PC_POP","A","1950",8.39717373051035,
"CZE","ELDLYPOP","TOT","PC_POP","A","1951",8.50917138876913,
"CZE","ELDLYPOP","TOT","PC_POP","A","1952",8.58094571911599,
"CZE","ELDLYPOP","TOT","PC_POP","A","1953",8.66856062331389,
"CZE","ELDLYPOP","TOT","PC_POP","A","1954",8.75096885384469,
"CZE","ELDLYPOP","TOT","PC_POP","A","1955",8.81949320993909,
"CZE","ELDLYPOP","TOT","PC_POP","A","1956",8.93381091374322,
"CZE","ELDLYPOP","TOT","PC_POP","A","1957",9.04440705765272,
"CZE","ELDLYPOP","TOT","PC_POP","A","1958",9.18626790535424,
"CZE","ELDLYPOP","TOT","PC_POP","A","1959",9.38439395360259,
"CZE","ELDLYPOP","TOT","PC_POP","A","1960",9.43837658225031,
"CZE","ELDLYPOP","TOT","PC_POP","A","1961",9.63402647638469,
"CZE","ELDLYPOP","TOT","PC_POP","A","1962",9.87057733847942,
"CZE","ELDLYPOP","TOT","PC_POP","A","1963",10.100622200967,
"CZE","ELDLYPOP","TOT","PC_POP","A","1964",10.3498359047398,
"CZE","ELDLYPOP","TOT","PC_POP","A","1965",10.6291891489736,
"CZE","ELDLYPOP","TOT","PC_POP","A","1966",10.9363671853215,
"CZE","ELDLYPOP","TOT","PC_POP","A","1967",11.2599133713089,
"CZE","ELDLYPOP","TOT","PC_POP","A","1968",11.5600884908448,
"CZE","ELDLYPOP","TOT","PC_POP","A","1969",11.8192689579703,
"CZE","ELDLYPOP","TOT","PC_POP","A","1970",12.1169604933404,
"CZE","ELDLYPOP","TOT","PC_POP","A","1971",12.281017988522,
"CZE","ELDLYPOP","TOT","PC_POP","A","1972",12.52542084166,
"CZE","ELDLYPOP","TOT","PC_POP","A","1973",12.7424525322246,
"CZE","ELDLYPOP","TOT","PC_POP","A","1974",12.9138855846578,
"CZE","ELDLYPOP","TOT","PC_POP","A","1975",13.0911855124332,
"CZE","ELDLYPOP","TOT","PC_POP","A","1976",13.2456739683775,
"CZE","ELDLYPOP","TOT","PC_POP","A","1977",13.3748088192804,
"CZE","ELDLYPOP","TOT","PC_POP","A","1978",13.488701488607,
"CZE","ELDLYPOP","TOT","PC_POP","A","1979",13.5700917079599,
"CZE","ELDLYPOP","TOT","PC_POP","A","1980",13.4628837300102,
"CZE","ELDLYPOP","TOT","PC_POP","A","1981",13.0959017812705,
"CZE","ELDLYPOP","TOT","PC_POP","A","1982",12.6567129334059,
"CZE","ELDLYPOP","TOT","PC_POP","A","1983",12.1777540891673,
"CZE","ELDLYPOP","TOT","PC_POP","A","1984",11.8646750330406,
"CZE","ELDLYPOP","TOT","PC_POP","A","1985",11.8246542285761,
"CZE","ELDLYPOP","TOT","PC_POP","A","1986",11.9066464991809,
"CZE","ELDLYPOP","TOT","PC_POP","A","1987",12.0599093579045,
"CZE","ELDLYPOP","TOT","PC_POP","A","1988",12.2387897136436,
"CZE","ELDLYPOP","TOT","PC_POP","A","1989",12.3931591351189,
"CZE","ELDLYPOP","TOT","PC_POP","A","1990",12.5065764459979,
"CZE","ELDLYPOP","TOT","PC_POP","A","1991",12.7055330642656,
"CZE","ELDLYPOP","TOT","PC_POP","A","1992",12.8194973990112,
"CZE","ELDLYPOP","TOT","PC_POP","A","1993",12.9413886328267,
"CZE","ELDLYPOP","TOT","PC_POP","A","1994",13.0696964695406,
"CZE","ELDLYPOP","TOT","PC_POP","A","1995",13.2197256755288,
"CZE","ELDLYPOP","TOT","PC_POP","A","1996",13.3934146509577,
"CZE","ELDLYPOP","TOT","PC_POP","A","1997",13.5516742526575,
"CZE","ELDLYPOP","TOT","PC_POP","A","1998",13.6758503665343,
"CZE","ELDLYPOP","TOT","PC_POP","A","1999",13.7707064545944,
"CZE","ELDLYPOP","TOT","PC_POP","A","2000",13.8413490850283,
"CZE","ELDLYPOP","TOT","PC_POP","A","2001",13.8222560765682,
"CZE","ELDLYPOP","TOT","PC_POP","A","2002",13.8776920261149,
"CZE","ELDLYPOP","TOT","PC_POP","A","2003",13.9170316647766,
"CZE","ELDLYPOP","TOT","PC_POP","A","2004",13.9893873991212,
"CZE","ELDLYPOP","TOT","PC_POP","A","2005",14.1216143063791,
"CZE","ELDLYPOP","TOT","PC_POP","A","2006",14.3070775012599,
"CZE","ELDLYPOP","TOT","PC_POP","A","2007",14.4891510341927,
"CZE","ELDLYPOP","TOT","PC_POP","A","2008",14.7227549960248,
"CZE","ELDLYPOP","TOT","PC_POP","A","2009",15.0444569752329,
"CZE","ELDLYPOP","TOT","PC_POP","A","2010",15.3731865382642,
"CZE","ELDLYPOP","TOT","PC_POP","A","2011",15.9023259943723,
"CZE","ELDLYPOP","TOT","PC_POP","A","2012",16.5031858491623,
"CZE","ELDLYPOP","TOT","PC_POP","A","2013",17.0897823450518,
"CZE","ELDLYPOP","TOT","PC_POP","A","2014",17.6049425437085,
"CZE","ELDLYPOP","TOT","PC_POP","A","2015",18.076330117343,
"CZE","ELDLYPOP","TOT","PC_POP","A","2016",18.5551756109916,
"CZE","ELDLYPOP","TOT","PC_POP","A","2017",19.0187643903986,
"CZE","ELDLYPOP","TOT","PC_POP","A","2018",19.4143564677883,
"CZE","ELDLYPOP","TOT","PC_POP","A","2019",19.7652353607408,
"CZE","ELDLYPOP","TOT","PC_POP","A","2020",20.0490179815152,
"CZE","ELDLYPOP","TOT","PC_POP","A","2021",20.5683825595071,
"DNK","ELDLYPOP","TOT","PC_POP","A","1950",9.0319758751852,
"DNK","ELDLYPOP","TOT","PC_POP","A","1951",9.18926624090545,
"DNK","ELDLYPOP","TOT","PC_POP","A","1952",9.34281701291792,
"DNK","ELDLYPOP","TOT","PC_POP","A","1953",9.48211363934416,
"DNK","ELDLYPOP","TOT","PC_POP","A","1954",9.61526591167383,
"DNK","ELDLYPOP","TOT","PC_POP","A","1955",9.764370672173,
"DNK","ELDLYPOP","TOT","PC_POP","A","1956",9.93881823618216,
